,symbol
3904,SZSE.300404
3905,SZSE.300405
3906,SZSE.300406
3907,SZSE.300407
3908,SZSE.300408
3909,SZSE.300409
3910,SZSE.300410
3911,SZSE.300411
3912,SZSE.300412
3913,SZSE.300413
3914,SZSE.300414
3915,SZSE.300415
3916,SZSE.300416
3917,SZSE.300417
3918,SZSE.300418
3919,SZSE.300419
3920,SZSE.300420
3921,SZSE.300421
3922,SZSE.300422
3923,SZSE.300423
3924,SZSE.300424
3925,SZSE.300425
3926,SZSE.300426
3927,SZSE.300427
3928,SZSE.300428
3929,SZSE.300429
3930,SZSE.300430
3931,SZSE.300432
3932,SZSE.300433
3933,SZSE.300434
3934,SZSE.300435
3935,SZSE.300436
3936,SZSE.300437
3937,SZSE.300438
3938,SZSE.300439
3939,SZSE.300440
3940,SZSE.300441
3941,SZSE.300442
3942,SZSE.300443
3943,SZSE.300444
3944,SZSE.300445
3945,SZSE.300446
3946,SZSE.300447
3947,SZSE.300448
3948,SZSE.300449
3949,SZSE.300450
3950,SZSE.300451
3951,SZSE.300452
3952,SZSE.300453
3953,SZSE.300454
3954,SZSE.300455
3955,SZSE.300456
3956,SZSE.300457
3957,SZSE.300458
3958,SZSE.300459
3959,SZSE.300460
3960,SZSE.300461
3961,SZSE.300462
3962,SZSE.300463
3963,SZSE.300464
3964,SZSE.300465
3965,SZSE.300466
3966,SZSE.300467
3967,SZSE.300468
3968,SZSE.300469
3969,SZSE.300470
3970,SZSE.300471
3971,SZSE.300472
3972,SZSE.300473
3973,SZSE.300474
3974,SZSE.300475
3975,SZSE.300476
3976,SZSE.300477
3977,SZSE.300478
3978,SZSE.300479
3979,SZSE.300480
3980,SZSE.300481
3981,SZSE.300482
3982,SZSE.300483
3983,SZSE.300484
3984,SZSE.300485
3985,SZSE.300486
3986,SZSE.300487
3987,SZSE.300488
3988,SZSE.300489
3989,SZSE.300490
3990,SZSE.300491
3991,SZSE.300492
3992,SZSE.300493
3993,SZSE.300494
3994,SZSE.300495
3995,SZSE.300496
3996,SZSE.300497
3997,SZSE.300498
3998,SZSE.300499
3999,SZSE.300500
4000,SZSE.300501
4001,SZSE.300502
4002,SZSE.300503
4003,SZSE.300504
4004,SZSE.300505
4005,SZSE.300506
4006,SZSE.300507
4007,SZSE.300508
4008,SZSE.300509
4009,SZSE.300510
4010,SZSE.300511
4011,SZSE.300512
4012,SZSE.300513
4013,SZSE.300514
4014,SZSE.300515
4015,SZSE.300516
4016,SZSE.300517
4017,SZSE.300518
4018,SZSE.300519
4019,SZSE.300520
4020,SZSE.300521
4021,SZSE.300522
4022,SZSE.300523
4023,SZSE.300525
4024,SZSE.300526
4025,SZSE.300527
4026,SZSE.300528
4027,SZSE.300529
4028,SZSE.300530
4029,SZSE.300531
4030,SZSE.300532
4031,SZSE.300533
4032,SZSE.300534
4033,SZSE.300535
4034,SZSE.300536
4035,SZSE.300537
4036,SZSE.300538
4037,SZSE.300539
4038,SZSE.300540
4039,SZSE.300541
4040,SZSE.300542
4041,SZSE.300543
4042,SZSE.300545
4043,SZSE.300546
4044,SZSE.300547
4045,SZSE.300548
4046,SZSE.300549
4047,SZSE.300550
4048,SZSE.300551
4049,SZSE.300552
4050,SZSE.300553
4051,SZSE.300554
4052,SZSE.300555
4053,SZSE.300556
4054,SZSE.300557
4055,SZSE.300558
4056,SZSE.300559
4057,SZSE.300560
4058,SZSE.300561
4059,SZSE.300562
4060,SZSE.300563
4061,SZSE.300564
4062,SZSE.300565
4063,SZSE.300566
4064,SZSE.300567
4065,SZSE.300568
4066,SZSE.300569
4067,SZSE.300570
4068,SZSE.300571
4069,SZSE.300572
4070,SZSE.300573
4071,SZSE.300575
4072,SZSE.300576
4073,SZSE.300577
4074,SZSE.300578
4075,SZSE.300579
4076,SZSE.300580
4077,SZSE.300581
4078,SZSE.300582
4079,SZSE.300583
4080,SZSE.300584
4081,SZSE.300585
4082,SZSE.300586
4083,SZSE.300587
4084,SZSE.300588
4085,SZSE.300589
4086,SZSE.300590
4087,SZSE.300591
4088,SZSE.300592
4089,SZSE.300593
4090,SZSE.300594
4091,SZSE.300595
4092,SZSE.300596
4093,SZSE.300597
4094,SZSE.300598
4095,SZSE.300599
4096,SZSE.300600
4097,SZSE.300601
4098,SZSE.300602
4099,SZSE.300603
4100,SZSE.300605
4101,SZSE.300606
4102,SZSE.300607
4103,SZSE.300608
4104,SZSE.300609
4105,SZSE.300610
4106,SZSE.300611
4107,SZSE.300612
4108,SZSE.300613
4109,SZSE.300614
4110,SZSE.300615
4111,SZSE.300616
4112,SZSE.300617
4113,SZSE.300618
4114,SZSE.300619
4115,SZSE.300620
4116,SZSE.300621
4117,SZSE.300622
4118,SZSE.300623
4119,SZSE.300624
4120,SZSE.300625
4121,SZSE.300626
4122,SZSE.300627
4123,SZSE.300628
4124,SZSE.300629
4125,SZSE.300630
4126,SZSE.300631
4127,SZSE.300632
4128,SZSE.300633
4129,SZSE.300634
4130,SZSE.300635
4131,SZSE.300636
4132,SZSE.300637
4133,SZSE.300638
4134,SZSE.300639
4135,SZSE.300640
4136,SZSE.300641
4137,SZSE.300642
4138,SZSE.300643
4139,SZSE.300644
4140,SZSE.300645
4141,SZSE.300647
4142,SZSE.300648
4143,SZSE.300649
4144,SZSE.300650
4145,SZSE.300651
4146,SZSE.300652
4147,SZSE.300653
4148,SZSE.300654
4149,SZSE.300655
4150,SZSE.300656
4151,SZSE.300657
4152,SZSE.300658
4153,SZSE.300659
4154,SZSE.300660
4155,SZSE.300661
4156,SZSE.300662
4157,SZSE.300663
4158,SZSE.300664
4159,SZSE.300665
4160,SZSE.300666
4161,SZSE.300667
4162,SZSE.300668
4163,SZSE.300669
4164,SZSE.300670
4165,SZSE.300671
4166,SZSE.300672
4167,SZSE.300673
4168,SZSE.300674
4169,SZSE.300675
4170,SZSE.300676
4171,SZSE.300677
4172,SZSE.300678
4173,SZSE.300679
4174,SZSE.300680
4175,SZSE.300681
4176,SZSE.300682
4177,SZSE.300683
4178,SZSE.300684
4179,SZSE.300685
4180,SZSE.300686
4181,SZSE.300687
4182,SZSE.300688
4183,SZSE.300689
4184,SZSE.300690
4185,SZSE.300691
4186,SZSE.300692
4187,SZSE.300693
4188,SZSE.300694
4189,SZSE.300695
4190,SZSE.300696
4191,SZSE.300697
4192,SZSE.300698
4193,SZSE.300699
4194,SZSE.300700
4195,SZSE.300701
4196,SZSE.300702
4197,SZSE.300703
4198,SZSE.300705
4199,SZSE.300706
4200,SZSE.300707
4201,SZSE.300708
4202,SZSE.300709
4203,SZSE.300710
4204,SZSE.300711
4205,SZSE.300712
4206,SZSE.300713
4207,SZSE.300715
4208,SZSE.300716
4209,SZSE.300717
4210,SZSE.300718
4211,SZSE.300719
4212,SZSE.300720
4213,SZSE.300721
4214,SZSE.300722
4215,SZSE.300723
4216,SZSE.300724
4217,SZSE.300725
4218,SZSE.300726
4219,SZSE.300727
4220,SZSE.300729
4221,SZSE.300730
4222,SZSE.300731
4223,SZSE.300732
4224,SZSE.300733
4225,SZSE.300735
4226,SZSE.300736
4227,SZSE.300737
4228,SZSE.300738
4229,SZSE.300739
4230,SZSE.300740
4231,SZSE.300741
4232,SZSE.300742
4233,SZSE.300743
4234,SZSE.300745
4235,SZSE.300746
4236,SZSE.300747
4237,SZSE.300748
4238,SZSE.300749
4239,SZSE.300750
4240,SZSE.300751
4241,SZSE.300752
4242,SZSE.300753
4243,SZSE.300755
4244,SZSE.300756
4245,SZSE.300757
4246,SZSE.300758
4247,SZSE.300759
4248,SZSE.300760
4249,SZSE.300761
4250,SZSE.300762
4251,SZSE.300763
4252,SZSE.300765
4253,SZSE.300766
4254,SZSE.300767
4255,SZSE.300768
4256,SZSE.300769
4257,SZSE.300770
4258,SZSE.300771
4259,SZSE.300772
4260,SZSE.300773
4261,SZSE.300774
4262,SZSE.300775
4263,SZSE.300776
4264,SZSE.300777
4265,SZSE.300778
4266,SZSE.300779
4267,SZSE.300780
4268,SZSE.300781
4269,SZSE.300782
4270,SZSE.300783
4271,SZSE.300785
4272,SZSE.300786
4273,SZSE.300787
4274,SZSE.300788
4275,SZSE.300789
4276,SZSE.300790
4277,SZSE.300791
4278,SZSE.300792
4279,SZSE.300793
4280,SZSE.300795
4281,SZSE.300796
4282,SZSE.300797
4283,SZSE.300798
4284,SZSE.300799
4285,SZSE.300800
4286,SZSE.300801
4287,SZSE.300802
4288,SZSE.300803
4289,SZSE.300805
4290,SZSE.300806
4291,SZSE.300807
4292,SZSE.300808
4293,SZSE.300809
4294,SZSE.300810
4295,SZSE.300811
4296,SZSE.300812
4297,SZSE.300813
4298,SZSE.300814
4299,SZSE.300815
4300,SZSE.300816
4301,SZSE.300817
4302,SZSE.300818
4303,SZSE.300819
4304,SZSE.300820
4305,SZSE.300821
4306,SZSE.300822
4307,SZSE.300823
4308,SZSE.300824
4309,SZSE.300825
4310,SZSE.300826
4311,SZSE.300827
4312,SZSE.300828
4313,SZSE.300829
4314,SZSE.300830
4315,SZSE.300831
4316,SZSE.300832
4317,SZSE.300833
4318,SZSE.300834
4319,SZSE.300835
4320,SZSE.300836
4321,SZSE.300837
4322,SZSE.300838
4323,SZSE.300839
4324,SZSE.300840
4325,SZSE.300841
4326,SZSE.300842
4327,SZSE.300843
4328,SZSE.300844
4329,SZSE.300845
4330,SZSE.300846
4331,SZSE.300847
4332,SZSE.300848
4333,SZSE.300849
4334,SZSE.300850
4335,SZSE.300851
4336,SZSE.300852
4337,SZSE.300853
4338,SZSE.300854
4339,SZSE.300855
4340,SZSE.300856
4341,SZSE.300857
4342,SZSE.300858
4343,SZSE.300859
4344,SZSE.300860
4345,SZSE.300861
4346,SZSE.300862
4347,SZSE.300863
4348,SZSE.300864
4349,SZSE.300865
4350,SZSE.300866
4351,SZSE.300867
4352,SZSE.300868
4353,SZSE.300869
4354,SZSE.300870
4355,SZSE.300871
4356,SZSE.300872
4357,SZSE.300873
4358,SZSE.300875
4359,SZSE.300876
4360,SZSE.300877
4361,SZSE.300878
4362,SZSE.300879
4363,SZSE.300880
4364,SZSE.300881
4365,SZSE.300882
4366,SZSE.300883
4367,SZSE.300884
4368,SZSE.300885
4369,SZSE.300886
4370,SZSE.300887
4371,SZSE.300888
4372,SZSE.300889
4373,SZSE.300890
4374,SZSE.300891
4375,SZSE.300892
4376,SZSE.300893
4377,SZSE.300894
4378,SZSE.300895
4379,SZSE.300896
4380,SZSE.300897
4381,SZSE.300898
4382,SZSE.300899
4383,SZSE.300900
4384,SZSE.300901
4385,SZSE.300902
4386,SZSE.300903
4387,SZSE.300905
4388,SZSE.300906
4389,SZSE.300907
4390,SZSE.300908
4391,SZSE.300909
4392,SZSE.300910
4393,SZSE.300911
4394,SZSE.300912
4395,SZSE.300913
4396,SZSE.300915
4397,SZSE.300916
4398,SZSE.300917
4399,SZSE.300918
4400,SZSE.300919
4401,SZSE.300920
4402,SZSE.300921
4403,SZSE.300922
4404,SZSE.300923
4405,SZSE.300925
4406,SZSE.300926
4407,SZSE.300927
4408,SZSE.300928
4409,SZSE.300929
4410,SZSE.300930
4411,SZSE.300931
4412,SZSE.300932
4413,SZSE.300933
4414,SZSE.300935
4415,SZSE.300936
4416,SZSE.300937
4417,SZSE.300938
4418,SZSE.300939
4419,SZSE.300940
4420,SZSE.300941
4421,SZSE.300942
4422,SZSE.300943
4423,SZSE.300945
4424,SZSE.300946
4425,SZSE.300947
4426,SZSE.300948
4427,SZSE.300949
4428,SZSE.300950
4429,SZSE.300951
4430,SZSE.300952
4431,SZSE.300953
4432,SZSE.300955
4433,SZSE.300956
4434,SZSE.300957
4435,SZSE.300958
4436,SZSE.300959
4437,SZSE.300960
4438,SZSE.300961
4439,SZSE.300962
4440,SZSE.300963
4441,SZSE.300964
4442,SZSE.300965
4443,SZSE.300966
4444,SZSE.300967
4445,SZSE.300968
4446,SZSE.300969
4447,SZSE.300970
4448,SZSE.300971
4449,SZSE.300972
4450,SZSE.300973
4451,SZSE.300975
4452,SZSE.300976
4453,SZSE.300977
4454,SZSE.300978
4455,SZSE.300979
4456,SZSE.300980
4457,SZSE.300981
4458,SZSE.300982
4459,SZSE.300983
4460,SZSE.300984
4461,SZSE.300985
4462,SZSE.300986
4463,SZSE.300987
4464,SZSE.300988
4465,SZSE.300989
4466,SZSE.300990
4467,SZSE.300991
4468,SZSE.300992
4469,SZSE.300993
4470,SZSE.300994
4471,SZSE.300995
4472,SZSE.300996
4473,SZSE.300997
4474,SZSE.300998
4475,SZSE.300999
4476,SZSE.301000
4477,SZSE.301001
4478,SZSE.301002
4479,SZSE.301003
4480,SZSE.301004
4481,SZSE.301005
4482,SZSE.301006
4483,SZSE.301007
4484,SZSE.301008
4485,SZSE.301009
4486,SZSE.301010
4487,SZSE.301011
4488,SZSE.301012
4489,SZSE.301013
4490,SZSE.301015
4491,SZSE.301016
4492,SZSE.301017
4493,SZSE.301018
4494,SZSE.301019
4495,SZSE.301020
4496,SZSE.301021
4497,SZSE.301022
4498,SZSE.301023
4499,SZSE.301024
4500,SZSE.301025
4501,SZSE.301026
4502,SZSE.301027
4503,SZSE.301028
4504,SZSE.301029
4505,SZSE.301030
4506,SZSE.301031
4507,SZSE.301032
4508,SZSE.301033
4509,SZSE.301035
4510,SZSE.301036
4511,SZSE.301037
4512,SZSE.301038
4513,SZSE.301039
4514,SZSE.301040
4515,SZSE.301041
4516,SZSE.301042
4517,SZSE.301043
4518,SZSE.301045
4519,SZSE.301046
4520,SZSE.301047
4521,SZSE.301048
4522,SZSE.301049
4523,SZSE.301050
4524,SZSE.301051
4525,SZSE.301052
4526,SZSE.301053
4527,SZSE.301055
4528,SZSE.301056
4529,SZSE.301057
4530,SZSE.301058
4531,SZSE.301059
4532,SZSE.301060
4533,SZSE.301061
4534,SZSE.301062
4535,SZSE.301063
4536,SZSE.301065
4537,SZSE.301066
4538,SZSE.301067
4539,SZSE.301069
4540,SZSE.301070
4541,SZSE.301071
4542,SZSE.301072
4543,SZSE.301073
4544,SZSE.301075
4545,SZSE.301076
4546,SZSE.301077
4547,SZSE.301078
4548,SZSE.301079
4549,SZSE.301080
4550,SZSE.301081
4551,SZSE.301082
4552,SZSE.301083
4553,SZSE.301085
4554,SZSE.301086
4555,SZSE.301087
4556,SZSE.301088
4557,SZSE.301089
4558,SZSE.301090
4559,SZSE.301091
4560,SZSE.301092
4561,SZSE.301093
4562,SZSE.301096
4563,SZSE.301098
4564,SZSE.301099
4565,SZSE.301100
4566,SZSE.301101
4567,SZSE.301108
4568,SZSE.301111
4569,SZSE.301113
4570,SZSE.301118
4571,SZSE.301119
4572,SZSE.301126
4573,SZSE.301127
4574,SZSE.301128
4575,SZSE.301129
4576,SZSE.301133
4577,SZSE.301136
4578,SZSE.301138
4579,SZSE.301149
4580,SZSE.301155
4581,SZSE.301159
4582,SZSE.301166
4583,SZSE.301167
4584,SZSE.301168
4585,SZSE.301169
4586,SZSE.301177
4587,SZSE.301178
4588,SZSE.301179
4589,SZSE.301180
4590,SZSE.301182
4591,SZSE.301185
4592,SZSE.301186
4593,SZSE.301188
4594,SZSE.301189
4595,SZSE.301190
4596,SZSE.301193
4597,SZSE.301196
4598,SZSE.301198
4599,SZSE.301199
4600,SZSE.301211
4601,SZSE.301213
4602,SZSE.301221
